publication_date,meeting_date,committee,sponsor_raw,drug_raw,mapped_ticker,mapped_name,eligible,exclusion_reason,document_number,html_url,title
2021-08-09,2021-08-09,Oncologic Drugs Advisory Committee,,,,,False,short_lead,2021-16929,https://www.federalregister.gov/documents/2021/08/09/2021-16929/nonmetastatic-castration-resistant-prostate-cancer-considerations-for-metastasis-free-survival,Nonmetastatic Castration-Resistant Prostate Cancer: Considerations for Metastasis-Free Survival Endpoint in Clinical Trials; Guidance for Industry; Availability
2021-08-10,2021-09-17,Pediatric Advisory Committee,,Device,,,True,,2021-16984,https://www.federalregister.gov/documents/2021/08/10/2021-16984/pediatric-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for-comments,Pediatric Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-08-10,2021-09-24,Pediatric Advisory Committee,,,,,True,,2021-17041,https://www.federalregister.gov/documents/2021/08/10/2021-17041/post-marketing-pediatric-focused-product-safety-reviews-establishment-of-a-public-docket-request-for,Post-Marketing Pediatric-Focused Product Safety Reviews; Establishment of a Public Docket; Request for Comments
2021-08-11,2021-09-27,Psychopharmacologic Drugs Advisory Committee,,,,,True,,2021-17066,https://www.federalregister.gov/documents/2021/08/11/2021-17066/request-for-nominations-for-individuals-and-consumer-organizations-for-advisory-committees,Request for Nominations for Individuals and Consumer Organizations for Advisory Committees
2021-08-11,,,,,,,False,no_meeting_date,2021-17118,https://www.federalregister.gov/documents/2021/08/11/2021-17118/patient-engagement-advisory-committee-notice-of-meeting,Patient Engagement Advisory Committee; Notice of Meeting
2021-08-24,2021-09-30,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2021-18107,https://www.federalregister.gov/documents/2021/08/24/2021-18107/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-08-26,2021-10-20,,,,,,True,,2021-18394,https://www.federalregister.gov/documents/2021/08/26/2021-18394/general-and-plastic-surgery-devices-panel-of-the-medical-devices-advisory-committee-notice-of,General and Plastic Surgery Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting
2021-08-26,2021-08-27,Nonprescription Drugs Advisory Committee,,,,,False,short_lead,2021-18396,https://www.federalregister.gov/documents/2021/08/26/2021-18396/advisory-committee-nonprescription-drugs-advisory-committee-renewal,Advisory Committee; Nonprescription Drugs Advisory Committee; Renewal
2021-08-26,,,,,,,False,no_meeting_date,2021-18403,https://www.federalregister.gov/documents/2021/08/26/2021-18403/circulatory-system-devices-panel-of-the-medical-devices-advisory-committee-notice-of-meeting,Circulatory System Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting
2021-09-01,2021-11-04,Psychopharmacologic Drugs Advisory Committee,,,,,True,,2021-18892,https://www.federalregister.gov/documents/2021/09/01/2021-18892/psychopharmacologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Psychopharmacologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-09-02,2021-10-04,,,,,,True,,2021-18928,https://www.federalregister.gov/documents/2021/09/02/2021-18928/proposal-to-refuse-to-approve-a-new-drug-application-for-itca-650-exenatide-in-duros-device,Proposal To Refuse To Approve a New Drug Application for ITCA 650 (Exenatide in DUROS Device); Opportunity for a Hearing
2021-09-03,2021-10-28,Oncologic Drugs Advisory Committee,,,,,True,,2021-19024,https://www.federalregister.gov/documents/2021/09/03/2021-19024/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-09-03,,,,,,,False,no_meeting_date,2021-19108,https://www.federalregister.gov/documents/2021/09/03/2021-19108/advisory-committee-national-mammography-quality-assurance-advisory-committee-renewal,Advisory Committee; National Mammography Quality Assurance Advisory Committee; Renewal
2021-09-07,2021-09-07,Pediatric Advisory Committee,,,,,False,short_lead,2021-19216,https://www.federalregister.gov/documents/2021/09/07/2021-19216/pediatric-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for-comments,Pediatric Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments; Correction
2021-09-07,2021-09-17,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2021-19394,https://www.federalregister.gov/documents/2021/09/07/2021-19394/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-09-08,2021-11-08,,,,,,True,,2021-19444,https://www.federalregister.gov/documents/2021/09/08/2021-19444/request-for-nominations-for-voting-members-on-a-public-advisory-committee-the-tobacco-products,Request for Nominations for Voting Members on a Public Advisory Committee; the Tobacco Products Scientific Advisory Committee
2021-09-09,2021-10-28,,,,,,True,,2021-19436,https://www.federalregister.gov/documents/2021/09/09/2021-19436/allergenic-products-advisory-committee-notice-of-meeting,Allergenic Products Advisory Committee; Notice of Meeting
2021-09-09,2021-10-13,,,,,,True,,2021-19437,https://www.federalregister.gov/documents/2021/09/09/2021-19437/reconsidering-mandatory-opioid-prescriber-education-through-a-risk-evaluation-and-mitigation,Reconsidering Mandatory Opioid Prescriber Education Through a Risk Evaluation and Mitigation Strategy in an Evolving Opioid Crisis; Public Workshop; Request for Comments
2021-09-13,2021-11-04,,,,,,True,,2021-19686,https://www.federalregister.gov/documents/2021/09/13/2021-19686/blood-products-advisory-committee-notice-of-meeting,Blood Products Advisory Committee; Notice of Meeting
2021-09-21,2022-01-19,,,States,,,True,,2021-19967,https://www.federalregister.gov/documents/2021/09/21/2021-19967/import-tolerances-for-residues-of-unapproved-new-animal-drugs-in-food,Import Tolerances for Residues of Unapproved New Animal Drugs in Food
2021-09-22,2021-11-02,,,,,,True,,2021-20432,https://www.federalregister.gov/documents/2021/09/22/2021-20432/reauthorization-of-the-biosimilar-user-fee-act-public-meeting-request-for-comments,Reauthorization of the Biosimilar User Fee Act; Public Meeting; Request for Comments
2021-09-24,2021-12-08,Cardiovascular and Renal Drugs Advisory Committee,,,,,True,,2021-20733,https://www.federalregister.gov/documents/2021/09/24/2021-20733/cardiovascular-and-renal-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Cardiovascular and Renal Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-09-24,2021-12-02,Oncologic Drugs Advisory Committee,,,,,True,,2021-20740,https://www.federalregister.gov/documents/2021/09/24/2021-20740/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-09-28,,,,,,,False,no_meeting_date,2021-21000,https://www.federalregister.gov/documents/2021/09/28/2021-21000/public-workshop-analgesic-clinical-trial-designs-extrapolation-and-endpoints-in-patients-from-birth,"Public Workshop: Analgesic Clinical Trial Designs, Extrapolation, and Endpoints in Patients From Birth to Less Than Two Years of Age"
2021-10-05,2021-11-04,,,,,,True,,2021-21011,https://www.federalregister.gov/documents/2021/10/05/2021-21011/premarket-tobacco-product-applications-and-recordkeeping-requirements,Premarket Tobacco Product Applications and Recordkeeping Requirements
2021-10-05,2022-01-03,,,,,,True,,2021-21677,https://www.federalregister.gov/documents/2021/10/05/2021-21677/medical-device-de-novo-classification-process,Medical Device De Novo Classification Process
2021-10-07,2021-10-13,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2021-22037,https://www.federalregister.gov/documents/2021/10/07/2021-22037/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-10-08,2021-10-08,,,,,,False,short_lead,2021-22041,https://www.federalregister.gov/documents/2021/10/08/2021-22041/general-and-plastic-surgery-devices-reclassification-of-certain-surgical-staplers,General and Plastic Surgery Devices; Reclassification of Certain Surgical Staplers
2021-10-13,2021-10-26,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2021-22452,https://www.federalregister.gov/documents/2021/10/13/2021-22452/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-10-14,2021-10-14,,,,,,False,short_lead,2021-22453,https://www.federalregister.gov/documents/2021/10/14/2021-22453/voluntary-sodium-reduction-goals-target-mean-and-upper-bound-concentrations-for-sodium-in,"Voluntary Sodium Reduction Goals: Target Mean and Upper Bound Concentrations for Sodium in Commercially Processed, Packaged, and Prepared Foods; Guidance for Industry; Availability"
2021-10-26,2021-12-10,,,,,,True,,2021-23334,https://www.federalregister.gov/documents/2021/10/26/2021-23334/neurological-devices-panel-of-the-medical-devices-advisory-committee-notice-of-meeting,Neurological Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting
2021-10-27,2021-11-30,,,,,,True,,2021-23384,https://www.federalregister.gov/documents/2021/10/27/2021-23384/antimicrobial-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request,Antimicrobial Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-10-29,2021-10-29,,,,,,False,short_lead,2021-23666,https://www.federalregister.gov/documents/2021/10/29/2021-23666/advice-about-eating-fish-for-those-who-might-become-or-are-pregnant-or-breastfeeding-and-children,"Advice About Eating Fish: For Those Who Might Become or Are Pregnant or Breastfeeding and Children Ages 1-11 Years, From the Environmental Protection Agency and Food and Drug Administration; Revised F"
2021-11-22,2021-11-22,,,,,,False,short_lead,2021-25376,https://www.federalregister.gov/documents/2021/11/22/2021-25376/medical-devices-general-and-plastic-surgery-devices-reclassification-of-blood-lancets,Medical Devices; General and Plastic Surgery Devices; Reclassification of Blood Lancets
2021-11-22,2021-11-22,,,,,,False,short_lead,2021-25381,https://www.federalregister.gov/documents/2021/11/22/2021-25381/effective-date-of-requirement-for-premarket-approval-for-blood-lancets,Effective Date of Requirement for Premarket Approval for Blood Lancets
2021-11-24,2022-01-24,,,,,,True,,2021-25372,https://www.federalregister.gov/documents/2021/11/24/2021-25372/microbiology-devices-reclassification-of-human-immunodeficiency-virus-viral-load-monitoring-tests,Microbiology Devices; Reclassification of Human Immunodeficiency Virus Viral Load Monitoring Tests
2021-11-30,2022-01-31,,,,,,True,,2021-26002,https://www.federalregister.gov/documents/2021/11/30/2021-26002/request-for-nominations-for-voting-members-on-a-public-advisory-committee-technical-electronic,Request for Nominations for Voting Members on a Public Advisory Committee; Technical Electronic Product Radiation Safety Standards Committee
2021-12-01,,,,,,,False,no_meeting_date,2021-26118,https://www.federalregister.gov/documents/2021/12/01/2021-26118/advisory-committee-patient-engagement-advisory-committee-renewal,Advisory Committee; Patient Engagement Advisory Committee; Renewal
2021-12-03,2022-02-01,,,,,,True,,2021-26258,https://www.federalregister.gov/documents/2021/12/03/2021-26258/request-for-nominations-of-voting-members-on-a-public-advisory-committee-national-mammography,Request for Nominations of Voting Members on a Public Advisory Committee; National Mammography Quality Assurance Advisory Committee
2021-12-03,2022-01-03,,,,,,True,,2021-26264,https://www.federalregister.gov/documents/2021/12/03/2021-26264/request-for-nominations-on-the-national-mammography-quality-assurance-advisory-committee,Request for Nominations on the National Mammography Quality Assurance Advisory Committee
2021-12-13,2022-02-10,Oncologic Drugs Advisory Committee,,,,,True,,2021-26891,https://www.federalregister.gov/documents/2021/12/13/2021-26891/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2021-12-15,2022-03-15,,,,,,True,,2021-27137,https://www.federalregister.gov/documents/2021/12/15/2021-27137/medical-devices-orthopedic-devices-classification-of-spinal-spheres-for-use-in-intervertebral-fusion,Medical Devices; Orthopedic Devices; Classification of Spinal Spheres for Use in Intervertebral Fusion Procedures
2021-12-17,2022-02-15,,,,,,True,,2021-27376,https://www.federalregister.gov/documents/2021/12/17/2021-27376/request-for-nominations-for-voting-members-on-public-advisory-panels-of-the-medical-devices-advisory,Request for Nominations for Voting Members on Public Advisory Panels of the Medical Devices Advisory Committee
2022-01-03,2022-01-03,,,,,,False,short_lead,2021-28385,https://www.federalregister.gov/documents/2022/01/03/2021-28385/statement-of-organization-functions-and-delegations-of-authority,"Statement of Organization, Functions, and Delegations of Authority"
2022-01-03,2022-02-02,,,,,,True,,2021-28453,https://www.federalregister.gov/documents/2022/01/03/2021-28453/request-for-nominations-on-public-advisory-panels-of-the-medical-devices-advisory-committee,Request for Nominations on Public Advisory Panels of the Medical Devices Advisory Committee
2022-01-04,2022-02-15,,,,,,True,,2021-28474,https://www.federalregister.gov/documents/2022/01/04/2021-28474/joint-meeting-of-the-anesthetic-and-analgesic-drug-products-advisory-committee-and-the-drug-safety,Joint Meeting of the Anesthetic and Analgesic Drug Products Advisory Committee and the Drug Safety and Risk Management Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request 
2022-01-21,2022-04-21,,,,,,True,,2022-01156,https://www.federalregister.gov/documents/2022/01/21/2022-01156/medical-devices-immunology-and-microbiology-devices-classification-of-human-leukocyte-neutrophil-and,"Medical Devices; Immunology and Microbiology Devices; Classification of Human Leukocyte, Neutrophil and Platelet Antigen and Antibody Tests"
2022-01-25,2022-03-03,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2022-01368,https://www.federalregister.gov/documents/2022/01/25/2022-01368/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-01-26,2022-01-26,,,,,,False,short_lead,2022-01374,https://www.federalregister.gov/documents/2022/01/26/2022-01374/patient-engagement-in-the-design-and-conduct-of-medical-device-clinical-studies-guidance-for,"Patient Engagement in the Design and Conduct of Medical Device Clinical Studies; Guidance for Industry, Food and Drug Administration Staff, and Other Stakeholders; Availability"
2022-01-27,2022-01-27,,,,,,False,short_lead,2022-01558,https://www.federalregister.gov/documents/2022/01/27/2022-01558/list-of-bulk-drug-substances-for-which-there-is-a-clinical-need-under-section-503b-of-the-federal,"List of Bulk Drug Substances for Which There Is a Clinical Need Under Section 503B of the Federal Food, Drug, and Cosmetic Act"
2022-01-28,2022-03-14,Endocrinologic and Metabolic Drugs Advisory Committee,,,,,True,,2022-01724,https://www.federalregister.gov/documents/2022/01/28/2022-01724/request-for-nominations-for-individuals-and-consumer-organizations-for-advisory-committees,Request for Nominations for Individuals and Consumer Organizations for Advisory Committees
2022-01-31,,,,,,,False,no_meeting_date,2022-01858,https://www.federalregister.gov/documents/2022/01/31/2022-01858/advisory-committee-vaccines-and-related-biological-products-advisory-committee-renewal,Advisory Committee; Vaccines and Related Biological Products Advisory Committee; Renewal
2022-02-04,2022-02-15,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2022-02390,https://www.federalregister.gov/documents/2022/02/04/2022-02390/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-02-15,2022-02-28,,,,,,True,,2022-03229,https://www.federalregister.gov/documents/2022/02/15/2022-03229/international-drug-scheduling-convention-on-psychotropic-substances-single-convention-on-narcotic,International Drug Scheduling; Convention on Psychotropic Substances; Single Convention on Narcotic Drugs; World Health Organization; Scheduling Recommendations; Brorphine; Metonitazene; Eutylone; Req
2022-02-16,2022-03-18,,,,,,True,,2022-03257,https://www.federalregister.gov/documents/2022/02/16/2022-03257/request-for-nominations-on-the-technical-electronic-product-radiation-safety-standards-committee,Request for Nominations on the Technical Electronic Product Radiation Safety Standards Committee
2022-02-16,2022-03-10,,,,,,True,,2022-03366,https://www.federalregister.gov/documents/2022/02/16/2022-03366/cellular-tissue-and-gene-therapies-advisory-committee-notice-of-meeting,"Cellular, Tissue and Gene Therapies Advisory Committee; Notice of Meeting"
2022-02-17,2022-03-30,Peripheral and Central Nervous System Drugs Advisory Committee,,,,,True,,2022-03430,https://www.federalregister.gov/documents/2022/02/17/2022-03430/peripheral-and-central-nervous-system-drugs-advisory-committee-notice-of-meeting-establishment-of-a,Peripheral and Central Nervous System Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-02-17,2022-03-02,,,,,,True,,2022-03476,https://www.federalregister.gov/documents/2022/02/17/2022-03476/device-good-manufacturing-practice-advisory-committee-notice-of-meeting,Device Good Manufacturing Practice Advisory Committee; Notice of Meeting
2022-02-23,2022-05-24,,,,,,True,,2022-03227,https://www.federalregister.gov/documents/2022/02/23/2022-03227/medical-devices-quality-system-regulation-amendments,Medical Devices; Quality System Regulation Amendments
2022-03-10,2022-04-21,Oncologic Drugs Advisory Committee,,,,,True,,2022-05022,https://www.federalregister.gov/documents/2022/03/10/2022-05022/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-03-22,2022-04-06,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2022-06053,https://www.federalregister.gov/documents/2022/03/22/2022-06053/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-03-23,2022-03-23,,,,,,False,short_lead,2022-05965,https://www.federalregister.gov/documents/2022/03/23/2022-05965/advisory-committee-bone-reproductive-and-urologic-drugs-advisory-committee-change-of-name-and,"Advisory Committee; Bone, Reproductive and Urologic Drugs Advisory Committee; Change of Name and Function; Technical Amendment"
2022-03-23,,,,,,,False,no_meeting_date,2022-05973,https://www.federalregister.gov/documents/2022/03/23/2022-05973/advisory-committee-obstetrics-reproductive-and-urologic-drugs-advisory-committee-renewal,"Advisory Committee; Obstetrics, Reproductive and Urologic Drugs Advisory Committee; Renewal"
2022-03-24,2022-03-24,Oncologic Drugs Advisory Committee,,FARYDAK,,,False,short_lead,2022-06182,https://www.federalregister.gov/documents/2022/03/24/2022-06182/secura-bio-inc-withdrawal-of-approval-of-new-drug-application-for-farydak-panobinostat-capsules-10,"Secura Bio, Inc.; Withdrawal of Approval of New Drug Application for FARYDAK (Panobinostat) Capsules, 10 Milligrams, 15 Milligrams, and 20 Milligrams"
2022-04-07,2022-05-11,Oncologic Drugs Advisory Committee,,,,,True,,2022-07378,https://www.federalregister.gov/documents/2022/04/07/2022-07378/pediatric-oncology-subcommittee-of-the-oncologic-drugs-advisory-committee-notice-of-meeting,Pediatric Oncology Subcommittee of the Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-04-07,2022-04-19,,,,,,True,,2022-07451,https://www.federalregister.gov/documents/2022/04/07/2022-07451/medical-device-user-fee-amendments-public-meeting-request-for-comments,Medical Device User Fee Amendments; Public Meeting; Request for Comments
2022-04-14,2022-07-12,,,,,,True,,2022-08013,https://www.federalregister.gov/documents/2022/04/14/2022-08013/patient-engagement-advisory-committee-notice-of-meeting,Patient Engagement Advisory Committee; Notice of Meeting
2022-04-14,2022-06-09,,,elivaldogene,,,True,,2022-08022,https://www.federalregister.gov/documents/2022/04/14/2022-08022/cellular-tissue-and-gene-therapies-advisory-committee-notice-of-meeting-establishment-of-a-public,"Cellular, Tissue and Gene Therapies Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments"
2022-04-20,2022-05-18,,,,,,True,,2022-08460,https://www.federalregister.gov/documents/2022/04/20/2022-08460/science-advisory-board-to-the-national-center-for-toxicological-research-advisory-committee-notice,Science Advisory Board to the National Center for Toxicological Research Advisory Committee; Notice of Meeting
2022-04-28,2022-05-31,Pediatric Advisory Committee,,,,,True,,2022-09071,https://www.federalregister.gov/documents/2022/04/28/2022-09071/request-for-nominations-on-the-pediatric-advisory-committee,Request for Nominations on the Pediatric Advisory Committee
2022-04-28,,,,,,,False,no_meeting_date,2022-09076,https://www.federalregister.gov/documents/2022/04/28/2022-09076/advisory-committee-pharmaceutical-science-and-clinical-pharmacology-advisory-committee-renewal,Advisory Committee; Pharmaceutical Science and Clinical Pharmacology Advisory Committee; Renewal
2022-05-02,2022-05-02,Oncologic Drugs Advisory Committee,,MARQIBO,,,False,short_lead,2022-09235,https://www.federalregister.gov/documents/2022/05/02/2022-09235/acrotech-biopharma-llc-withdrawal-of-approval-of-new-drug-application-for-marqibo-vincristine,"Acrotech Biopharma LLC; Withdrawal of Approval of New Drug Application for MARQIBO (VinCRIStine Sulfate LIPOSOME Injection), 5 milligrams/5 milliliters"
2022-05-03,2022-06-17,Psychopharmacologic Drugs Advisory Committee,,,,,True,,2022-09433,https://www.federalregister.gov/documents/2022/05/03/2022-09433/psychopharmacologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Psychopharmacologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-05-04,2022-07-05,,,,,,True,,2022-08993,https://www.federalregister.gov/documents/2022/05/04/2022-08993/tobacco-product-standard-for-characterizing-flavors-in-cigars,Tobacco Product Standard for Characterizing Flavors in Cigars
2022-05-04,2022-07-05,,,,,,True,,2022-08994,https://www.federalregister.gov/documents/2022/05/04/2022-08994/tobacco-product-standard-for-menthol-in-cigarettes,Tobacco Product Standard for Menthol in Cigarettes
2022-05-05,,,,,,,False,no_meeting_date,2022-09610,https://www.federalregister.gov/documents/2022/05/05/2022-09610/advisory-committee-anesthetic-and-analgesic-drug-products-advisory-committee-renewal,Advisory Committee; Anesthetic and Analgesic Drug Products Advisory Committee; Renewal
2022-05-06,2022-06-08,,,,,,True,,2022-09797,https://www.federalregister.gov/documents/2022/05/06/2022-09797/pharmacy-compounding-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request,Pharmacy Compounding Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-05-11,,Gastrointestinal Drugs Advisory Committee,,,,,False,no_meeting_date,2022-10040,https://www.federalregister.gov/documents/2022/05/11/2022-10040/advisory-committee-gastrointestinal-drugs-advisory-committee-renewal,Advisory Committee; Gastrointestinal Drugs Advisory Committee; Renewal
2022-05-16,2022-06-15,,,,,,True,,2022-10461,https://www.federalregister.gov/documents/2022/05/16/2022-10461/microbiology-devices-reclassification-of-human-immunodeficiency-virus-serological-diagnostic-and,Microbiology Devices; Reclassification of Human Immunodeficiency Virus Serological Diagnostic and Supplemental Tests and Human Immunodeficiency Virus Nucleic Acid Diagnostic and Supplemental Tests
2022-05-18,2022-06-14,,,,,,True,,2022-10697,https://www.federalregister.gov/documents/2022/05/18/2022-10697/science-board-to-the-food-and-drug-administration-advisory-committee-notice-of-meeting,Science Board to the Food and Drug Administration Advisory Committee; Notice of Meeting
2022-05-20,2022-05-20,,,,,,False,short_lead,2022-10530,https://www.federalregister.gov/documents/2022/05/20/2022-10530/natural-resources-defense-council-et-al-denial-of-food-additive-petition-denial-without-prejudice-of,"Natural Resources Defense Council, et al.; Denial of Food Additive Petition; Denial Without Prejudice of Food Additive Petition"
2022-05-20,2022-05-20,,,,,,False,short_lead,2022-10925,https://www.federalregister.gov/documents/2022/05/20/2022-10925/medical-devices-510k-sterility-change-master-file-pilot-program,Medical Devices; 510(k) Sterility Change Master File Pilot Program
2022-05-23,2022-05-23,Gastrointestinal Drugs Advisory Committee,,,,,False,short_lead,2022-10941,https://www.federalregister.gov/documents/2022/05/23/2022-10941/advisory-committee-gastrointestinal-drugs-advisory-committee-renewal-correction,Advisory Committee; Gastrointestinal Drugs Advisory Committee; Renewal; Correction
2022-05-24,2022-05-24,,,,,,False,short_lead,2022-11119,https://www.federalregister.gov/documents/2022/05/24/2022-11119/recommendations-to-reduce-the-possible-risk-of-transmission-of-creutzfeldt-jakob-disease-and-variant,Recommendations To Reduce the Possible Risk of Transmission of Creutzfeldt-Jakob Disease and Variant Creutzfeldt-Jakob Disease by Blood and Blood Components; Guidance for Industry; Availability
2022-05-26,2022-05-26,Oncologic Drugs Advisory Committee,,ZYDELIG,,,False,short_lead,2022-11277,https://www.federalregister.gov/documents/2022/05/26/2022-11277/gilead-sciences-inc-withdrawal-of-approval-of-indications-for-relapsed-follicular-lymphoma-and,"Gilead Sciences, Inc.; Withdrawal of Approval of Indications for Relapsed Follicular Lymphoma and Relapsed Small Lymphocytic Lymphoma for ZYDELIG (Idelalisib) Tablets"
2022-05-27,2022-07-28,,,,,,True,,2022-11420,https://www.federalregister.gov/documents/2022/05/27/2022-11420/general-and-plastic-surgery-devices-panel-of-the-medical-devices-advisory-committee-notice-of,General and Plastic Surgery Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-05-27,2022-07-26,,,,,,True,,2022-11477,https://www.federalregister.gov/documents/2022/05/27/2022-11477/withdrawing-rule-on-securing-updated-and-necessary-statutory-evaluations-timely,Withdrawing Rule on Securing Updated and Necessary Statutory Evaluations Timely
2022-05-31,2022-06-29,"Cellular, Tissue, and Gene Therapies Advisory Committee",,,,,True,,2022-11563,https://www.federalregister.gov/documents/2022/05/31/2022-11563/cellular-tissue-and-gene-therapies-advisory-committee-notice-of-meeting-establishment-of-a-public,"Cellular, Tissue, and Gene Therapies Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments"
2022-05-31,2022-05-31,Oncologic Drugs Advisory Committee,,UKONIQ,,,False,short_lead,2022-11631,https://www.federalregister.gov/documents/2022/05/31/2022-11631/tg-therapeutics-inc-withdrawal-of-approval-of-new-drug-application-for-ukoniq-umbralisib-tosylate,"TG Therapeutics, Inc.; Withdrawal of Approval of New Drug Application for UKONIQ (Umbralisib Tosylate) Tablets, Equivalent to 200 Milligrams Base"
2022-05-31,2022-06-07,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2022-11668,https://www.federalregister.gov/documents/2022/05/31/2022-11668/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-05-31,2022-06-15,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2022-11669,https://www.federalregister.gov/documents/2022/05/31/2022-11669/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-05-31,2022-06-28,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2022-11670,https://www.federalregister.gov/documents/2022/05/31/2022-11670/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-06-07,2022-07-07,,,,,,True,,2022-12176,https://www.federalregister.gov/documents/2022/06/07/2022-12176/effects-of-the-covid-19-public-health-emergency-on-formal-meetings-and-user-fee-applications-for,Effects of the COVID-19 Public Health Emergency on Formal Meetings and User Fee Applications for Medical Devices-Questions and Answers (Revised); Withdrawal of Guidance
2022-06-08,,Psychopharmacologic Drugs Advisory Committee,,,,,False,no_meeting_date,2022-12366,https://www.federalregister.gov/documents/2022/06/08/2022-12366/advisory-committee-psychopharmacologic-drugs-advisory-committee-renewal,Advisory Committee; Psychopharmacologic Drugs Advisory Committee; Renewal
2022-06-08,,Peripheral and Central Nervous System Drugs Advisory Committee,,,,,False,no_meeting_date,2022-12368,https://www.federalregister.gov/documents/2022/06/08/2022-12368/advisory-committee-peripheral-and-central-nervous-system-drugs-advisory-committee-renewal,Advisory Committee; Peripheral and Central Nervous System Drugs Advisory Committee; Renewal
