publication_date,meeting_date,committee,sponsor_raw,drug_raw,mapped_ticker,mapped_name,eligible,exclusion_reason,document_number,html_url,title
2023-03-27,2023-06-26,,,,,,True,,2023-06304,https://www.federalregister.gov/documents/2023/03/27/2023-06304/questions-and-answers-about-dietary-guidance-statements-in-food-labeling-draft-guidance-for-industry,Questions and Answers About Dietary Guidance Statements in Food Labeling: Draft Guidance for Industry; Availability; Agency Information Collection Activities; Proposed Collection; Comment Request
2023-03-29,2023-05-11,Pulmonary-Allergy Drugs Advisory Committee,,,,,True,,2023-06481,https://www.federalregister.gov/documents/2023/03/29/2023-06481/pulmonary-allergy-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Pulmonary-Allergy Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-03-29,2023-05-09,Nonprescription Drugs Advisory Committee,,,,,True,,2023-06524,https://www.federalregister.gov/documents/2023/03/29/2023-06524/joint-meeting-of-the-nonprescription-drugs-advisory-committee-and-the-obstetrics-reproductive-and,"Joint Meeting of the Nonprescription Drugs Advisory Committee and the Obstetrics, Reproductive and Urologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for C"
2023-03-30,2023-05-01,,,,,,True,,2023-06565,https://www.federalregister.gov/documents/2023/03/30/2023-06565/effective-date-of-requirement-for-premarket-approval-applications-for-spinal-spheres-for-use-in,Effective Date of Requirement for Premarket Approval Applications for Spinal Spheres for Use in Intervertebral Fusion Procedures
2023-03-30,2023-04-14,Peripheral and Central Nervous System Drugs Advisory Committee,,,,,True,,2023-06577,https://www.federalregister.gov/documents/2023/03/30/2023-06577/joint-meeting-of-the-psychopharmacologic-drugs-advisory-committee-and-the-peripheral-and-central,Joint Meeting of the Psychopharmacologic Drugs Advisory Committee and the Peripheral and Central Nervous System Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request f
2023-04-06,2023-04-06,,,,,,False,short_lead,2023-07237,https://www.federalregister.gov/documents/2023/04/06/2023-07237/list-of-bulk-drug-substances-for-which-there-is-a-clinical-need-under-section-503b-of-the-federal,"List of Bulk Drug Substances for Which There Is a Clinical Need Under Section 503B of the Federal Food, Drug, and Cosmetic Act"
2023-04-11,2023-05-12,"Cellular, Tissue, and Gene Therapies Advisory Committee",,,,,True,,2023-07518,https://www.federalregister.gov/documents/2023/04/11/2023-07518/cellular-tissue-and-gene-therapies-advisory-committee-notice-of-meeting-establishment-of-a-public,"Cellular, Tissue, and Gene Therapies Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments"
2023-04-11,2023-06-09,Peripheral and Central Nervous System Drugs Advisory Committee,,,,,True,,2023-07526,https://www.federalregister.gov/documents/2023/04/11/2023-07526/peripheral-and-central-nervous-system-drugs-advisory-committee-notice-of-meeting-establishment-of-a,Peripheral and Central Nervous System Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-04-11,2023-05-18,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2023-07550,https://www.federalregister.gov/documents/2023/04/11/2023-07550/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-04-12,2023-04-12,,,,,,False,short_lead,2023-07598,https://www.federalregister.gov/documents/2023/04/12/2023-07598/center-for-devices-and-radiological-health-radiation-sterilization-master-file-pilot-program,Center for Devices and Radiological Health Radiation Sterilization Master File Pilot Program
2023-04-19,2023-04-19,Vaccines and Related Biological Products Advisory Committee,,,,,False,short_lead,2023-08279,https://www.federalregister.gov/documents/2023/04/19/2023-08279/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments; Correction
2023-05-03,2023-06-08,,,,,,True,,2023-09321,https://www.federalregister.gov/documents/2023/05/03/2023-09321/antimicrobial-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request,Antimicrobial Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-05-04,2023-06-15,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2023-09490,https://www.federalregister.gov/documents/2023/05/04/2023-09490/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-05-11,2023-06-16,Oncologic Drugs Advisory Committee,,,,,True,,2023-10051,https://www.federalregister.gov/documents/2023/05/11/2023-10051/pediatric-oncology-subcommittee-of-the-oncologic-drugs-advisory-committee-notice-of-meeting,Pediatric Oncology Subcommittee of the Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-05-15,,,,MAKENA,,,False,no_meeting_date,2023-10264,https://www.federalregister.gov/documents/2023/05/15/2023-10264/final-decision-on-withdrawal-of-makena-hydroxyprogesterone-caproate-and-eight-abbreviated-new-drug,Final Decision on Withdrawal of MAKENA (Hydroxyprogesterone Caproate) and Eight Abbreviated New Drug Applications Following Public Hearing; Availability of Final Decision
2023-05-18,2023-09-06,,,,,,True,,2023-10609,https://www.federalregister.gov/documents/2023/05/18/2023-10609/patient-engagement-advisory-committee-notice-of-meeting,Patient Engagement Advisory Committee; Notice of Meeting
2023-05-25,2023-06-28,Endocrinologic and Metabolic Drugs Advisory Committee,,,,,True,,2023-11164,https://www.federalregister.gov/documents/2023/05/25/2023-11164/endocrinologic-and-metabolic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public,Endocrinologic and Metabolic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-05-31,2023-11-27,,,,,,True,,2023-11354,https://www.federalregister.gov/documents/2023/05/31/2023-11354/medication-guides-patient-medication-information,Medication Guides: Patient Medication Information
2023-06-05,2023-08-04,,,,,,True,,2023-11899,https://www.federalregister.gov/documents/2023/06/05/2023-11899/interstitial-cystitisbladder-pain-syndrome-establishing-drug-development-programs-for-treatment,Interstitial Cystitis/Bladder Pain Syndrome: Establishing Drug Development Programs for Treatment; Revised Draft Guidance for Industry; Availability
2023-06-08,,,,,,,False,no_meeting_date,2023-12288,https://www.federalregister.gov/documents/2023/06/08/2023-12288/advisory-committee-antimicrobial-drugs-advisory-committee-renewal,Advisory Committee; Antimicrobial Drugs Advisory Committee; Renewal
2023-06-09,,Dermatologic and Ophthalmic Drugs Advisory Committee,,,,,False,no_meeting_date,2023-12293,https://www.federalregister.gov/documents/2023/06/09/2023-12293/advisory-committee-dermatologic-and-ophthalmic-drugs-advisory-committee-renewal,Advisory Committee; Dermatologic and Ophthalmic Drugs Advisory Committee; Renewal
2023-06-21,,,,,,,False,no_meeting_date,2023-13136,https://www.federalregister.gov/documents/2023/06/21/2023-13136/circulatory-system-devices-panel-of-the-medical-devices-advisory-committee-notice-of-meeting,Circulatory System Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting
2023-06-23,,,,,,,False,no_meeting_date,2023-13330,https://www.federalregister.gov/documents/2023/06/23/2023-13330/advisory-committee-medical-imaging-drugs-advisory-committee-renewal,Advisory Committee; Medical Imaging Drugs Advisory Committee; Renewal
