ticker,ticker_source,target_cik,target_name,sic,sic_biotech,institutions,sc13d_new,sc13g_new,form4_all,form_amendment_count,form_other_count,total_events,first_event_date,accession_first_event,listing_status,form25_accession,form25_date
MBX,submissions.tickers,0001776111,"MBX Biosciences, Inc.",2834,True,Deep Track;OrbiMed,1,1,0,0,0,2,2024-09-23,0001172661-24-004091,ACTIVE,,
VALN,submissions.tickers,0001836564,Valneva SE,2836,True,Deep Track,0,1,0,1,0,1,2022-10-07,0001172661-22-002147,ACTIVE,,
INO,submissions.tickers,0001055726,"INOVIO PHARMACEUTICALS, INC.",2834,True,Deep Track,0,1,0,0,0,1,2024-04-26,0001172661-24-001942,DELISTED,0001193125-14-340363,2014-09-12
TECX,submissions.tickers,0001681087,"Tectonic Therapeutic, Inc.",2836,True,Deep Track;Farallon,0,1,0,2,0,1,2023-02-17,0001175707-23-000089,ACTIVE,,
,,0001397513,KROIN DAVID,,False,Deep Track,0,0,7,0,0,7,2024-05-13,0000950170-24-058720,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001496963,"Squarespace, Inc.",7372,False,Farallon,1,0,0,0,0,1,2024-10-16,0000908834-24-000262,DELISTED,0000876661-24-001010,2024-10-17
EXEL,submissions.tickers,0000939767,"EXELIXIS, INC.",2836,True,Farallon,2,0,0,5,0,2,2023-03-20,0001175707-23-000096,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001756497,Change Healthcare Inc.,7374,False,Farallon,1,0,0,0,0,1,2022-10-07,0000908834-22-000119,DELISTED,0001354457-22-000557,2022-10-03
,미복구 · no 10-K/10-Q found,0001859639,Cazoo Group Ltd,5500,False,Farallon,3,0,0,19,0,3,2023-03-24,0001175707-23-000099,DELISTED,0000876661-24-000389,2024-05-23
,미복구 · no 10-K/10-Q found,0001865408,Exscientia plc,2836,True,Farallon,1,0,0,0,0,1,2021-10-15,0001193125-21-300074,DELISTED,0001354457-24-000880,2024-11-20
,미복구 · no 10-K/10-Q found,0001606457,Atento S.A.,4813,False,Farallon,0,0,0,2,0,0,,,DELISTED,0000876661-23-000640,2023-08-07
,미복구 · no 10-K/10-Q found,0001692412,Playa Hotels & Resorts N.V.,7011,False,Farallon,0,0,0,1,0,0,,,DELISTED,0001104659-25-059872,2025-06-16
,미복구 · no 10-K/10-Q found,0001365916,"AMYRIS, INC.",2860,False,Farallon,0,1,0,2,0,1,2022-02-24,0000908834-22-000100,DELISTED,0001354457-23-000646,2023-09-08
,미복구 · no 10-K/10-Q found,0001783032,"Elevation Oncology, Inc.",2836,True,Farallon;OrbiMed,0,2,0,2,0,2,2024-01-22,0000908834-24-000014,DELISTED,0001354457-25-000732,2025-07-23
NYT,submissions.tickers,0000071691,NEW YORK TIMES CO,2711,False,Farallon,0,1,0,0,0,1,2024-01-02,0000908834-24-000003,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001840161,Forest Road Acquisition Corp. II,6770,False,Farallon,0,1,0,1,0,1,2023-04-06,0001175707-23-000105,DELISTED,0000876661-23-000965,2023-12-13
LUNR,submissions.tickers,0001844452,"Intuitive Machines, Inc.",3812,False,Farallon,0,1,0,2,0,1,2021-10-01,0001104659-21-121894,DELISTED,0001354457-25-000232,2025-03-21
LNTH,submissions.tickers,0001521036,"Lantheus Holdings, Inc.",2835,False,Farallon,0,1,0,0,0,1,2024-11-14,0000908834-24-000339,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001869673,Berenson Acquisition Corp. I,6770,False,Farallon,0,1,0,3,0,1,2021-10-08,0001104659-21-124611,DELISTED,0001143313-24-000103,2024-10-16
BEAM,submissions.tickers,0001745999,Beam Therapeutics Inc.,2836,True,Farallon;Redmile,0,2,0,4,0,2,2022-07-14,0000908834-22-000110,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001838513,Marblegate Acquisition Corp.,6770,False,Farallon,0,1,0,4,0,1,2021-10-12,0001104659-21-125234,DELISTED,0001193125-25-079148,2025-04-11
,미복구 · no 10-K/10-Q found,0001832415,"Better Therapeutics, Inc.",8000,False,Farallon,0,1,0,2,0,1,2021-11-08,0001104659-21-135511,DELISTED,0001354457-24-000345,2024-05-16
CLVT,submissions.tickers,0001764046,CLARIVATE PLC,7374,False,Farallon,0,1,0,1,0,1,2022-09-07,0000908834-22-000114,DELISTED,0000876661-24-000449,2024-06-03
RVMD,submissions.tickers,0001628171,"Revolution Medicines, Inc.",2836,True,Farallon,0,1,0,1,0,1,2023-11-09,0000908834-23-000147,ACTIVE,,
AGIO,submissions.tickers,0001439222,"AGIOS PHARMACEUTICALS, INC.",2834,True,Farallon,0,1,0,2,0,1,2023-11-09,0000908834-23-000146,ACTIVE,,
ARMK,submissions.tickers,0001584509,Aramark,5812,False,Farallon,0,1,0,4,0,1,2023-10-16,0000908834-23-000124,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001846975,SDCL EDGE Acquisition Corp,6770,False,Farallon,0,1,0,3,0,1,2021-11-09,0001104659-21-136187,DELISTED,0000876661-24-001081,2024-11-18
ANNA,submissions.tickers,0001845123,"AleAnna, Inc.",1311,False,Farallon,0,1,0,4,0,1,2021-12-27,0000908834-21-000035,DELISTED,0001354457-24-000938,2024-12-13
,미복구 · no 10-K/10-Q found,0001849902,SEP Acquisition Corp.,3841,False,Farallon,0,0,0,2,0,0,,,DELISTED,0001354457-24-000488,2024-07-16
ENTA,submissions.tickers,0001177648,ENANTA PHARMACEUTICALS INC,2834,True,Farallon,0,0,0,3,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001846804,"Big Sky Growth Partners, Inc.",6770,False,Farallon,0,0,0,2,0,0,,,DELISTED,0001354457-22-000716,2022-12-12
,미복구 · no 10-K/10-Q found,0001838831,Disruptive Acquisition Corp I,6770,False,Farallon,0,0,0,3,0,0,,,DELISTED,0001354457-24-000090,2024-02-15
NXDR,submissions.tickers,0001846069,"Nextdoor Holdings, Inc.",7370,False,Farallon,0,0,0,1,0,0,,,DELISTED,0001628280-21-021969,2021-11-05
CRBU,submissions.tickers,0001619856,"Caribou Biosciences, Inc.",2836,True,Farallon,0,0,0,1,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001844908,Shelter Acquisition Corp I,6770,False,Farallon,0,0,0,2,0,0,,,DELISTED,0001354457-22-000762,2022-12-21
,미복구 · no 10-K/10-Q found,0001733294,Generation Bio Co.,2834,True,Farallon,0,0,0,2,0,0,,,DELISTED,0001354457-26-000149,2026-02-09
,미복구 · no 10-K/10-Q found,0001623715,"Imago BioSciences, Inc.",2834,True,Farallon,0,0,0,2,0,0,,,DELISTED,0001354457-23-000013,2023-01-11
BCAB,submissions.tickers,0001826892,"BioAtla, Inc.",2836,True,Farallon,0,0,0,1,0,0,,,ACTIVE,,
SLDP,submissions.tickers,0001844862,"Solid Power, Inc.",3690,False,Farallon,0,0,0,1,0,0,,,DELISTED,0001354457-21-001435,2021-12-08
PTGX,submissions.tickers,0001377121,"Protagonist Therapeutics, Inc",2834,True,Farallon,0,0,0,3,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0000835887,PROGENICS PHARMACEUTICALS INC,2834,True,Farallon,0,0,0,1,0,0,,,DELISTED,0001354457-20-000263,2020-06-22
,,0001461492,Savara Inc.,,False,Farallon,0,0,0,2,0,0,,,ACTIVE,,
SVRA,submissions.tickers,0001160308,Savara Inc,2834,True,Farallon,0,0,0,2,0,0,,,DELISTED,0001193125-17-143159,2017-04-27
,미복구 · no 10-K/10-Q found,0001784797,Broadmark Realty Capital Inc.,6798,False,Farallon,0,0,0,1,0,0,,,DELISTED,0000876661-23-000458,2023-05-31
,미복구 · no 10-K/10-Q found,0001819615,Clever Leaves Holdings Inc.,2834,True,Farallon,0,0,0,3,0,0,,,DELISTED,0001213900-24-040093,2024-05-06
,미복구 · no 10-K/10-Q found,0001853021,Metals Acquisition Corp,6770,False,Farallon,0,0,0,2,0,0,,,DELISTED,0000876661-23-000501,2023-06-16
,,0001245635,WEHRLY MARK C,,False,Farallon,0,0,2,0,0,2,2021-11-15,0001209191-21-064383,ACTIVE,,
,,0001245637,FRIED RICHARD B,,False,Farallon,0,0,2,0,0,2,2021-11-15,0001209191-21-064384,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001745020,"Theseus Pharmaceuticals, Inc.",2834,True,OrbiMed,1,0,0,6,0,1,2021-10-19,0000947871-21-001068,DELISTED,0001354457-24-000073,2024-02-14
AVBP,submissions.tickers,0001868279,"ArriVent BioPharma, Inc.",2834,True,OrbiMed,1,0,0,0,0,1,2024-02-05,0000947871-24-000091,ACTIVE,,
UPB,submissions.tickers,0002022626,"Upstream Bio, Inc.",2834,True,OrbiMed,1,0,0,0,0,1,2024-10-17,0000947871-24-000805,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001764974,Turnstone Biologics Corp.,2836,True,OrbiMed,1,0,0,0,0,1,2023-07-24,0000947871-23-000776,DELISTED,0001354457-25-000800,2025-08-11
,미복구 · no 10-K/10-Q found,0001836379,VectivBio Holding AG,2836,True,OrbiMed,1,1,0,1,0,2,2022-02-11,0000947871-22-000216,DELISTED,0001193125-23-184214,2023-07-10
,,0001900520,"Lomond Therapeutics Holdings, Inc.",2834,True,OrbiMed,2,0,0,0,0,2,2024-11-08,0000947871-24-000868,ACTIVE,,
APLM,submissions.tickers,0001944885,Apollomics Inc.,2834,True,OrbiMed,1,0,0,6,0,1,2023-04-12,0000947871-23-000450,ACTIVE,,
QTTB,submissions.tickers,0001661998,Q32 Bio Inc.,2834,True,OrbiMed,1,0,0,0,0,1,2024-03-28,0000947871-24-000321,ACTIVE,,
TRAW,submissions.tickers,0001130598,"Traws Pharma, Inc.",2834,True,OrbiMed,2,0,0,1,0,2,2024-04-08,0000929638-24-001418,DELISTED,0001354457-21-000843,2021-07-23
PMVP,submissions.tickers,0001699382,"PMV Pharmaceuticals, Inc.",2834,True,OrbiMed,0,0,0,2,0,0,,,ACTIVE,,
ARQT,submissions.tickers,0001787306,"Arcutis Biotherapeutics, Inc.",2834,True,OrbiMed,0,0,0,4,0,0,,,ACTIVE,,
CMPX,submissions.tickers,0001738021,"Compass Therapeutics, Inc.",2836,True,OrbiMed,0,0,0,3,0,0,,,ACTIVE,,
DMRA,submissions.tickers,0001800315,"Damora Therapeutics, Inc.",2834,True,OrbiMed,0,0,0,6,0,0,,,ACTIVE,,
IRON,submissions.tickers,0001816736,"Disc Medicine, Inc.",2834,True,OrbiMed,0,0,0,4,0,0,,,DELISTED,0001354457-21-000178,2021-02-05
,미복구 · no 10-K/10-Q found,0001290149,"Sierra Oncology, Inc.",2834,True,OrbiMed,0,0,0,3,0,0,,,DELISTED,0001354457-22-000377,2022-07-01
NXTC,submissions.tickers,0001661059,"NextCure, Inc.",2834,True,OrbiMed,0,0,0,1,0,0,,,ACTIVE,,
TELA,submissions.tickers,0001561921,"TELA Bio, Inc.",3841,False,OrbiMed,0,0,0,5,0,0,,,ACTIVE,,
CRVS,submissions.tickers,0001626971,"Corvus Pharmaceuticals, Inc.",2834,True,OrbiMed,0,0,0,3,0,0,,,ACTIVE,,
ORIC,submissions.tickers,0001796280,"Oric Pharmaceuticals, Inc.",2834,True,OrbiMed,0,0,0,1,0,0,,,ACTIVE,,
CALC,submissions.tickers,0001534133,"CalciMedica, Inc.",2834,True,OrbiMed,0,0,0,2,0,0,,,ACTIVE,,
IMA,submissions.tickers,0001835579,"ImageneBio, Inc.",2836,True,OrbiMed,0,0,0,2,0,0,,,ACTIVE,,
XTNT,submissions.tickers,0001453593,"Xtant Medical Holdings, Inc.",3841,False,OrbiMed,0,0,0,4,0,0,,,DELISTED,0001143313-15-000014,2015-05-06
,,0001385359,"CalciMedica Subsidiary, Inc.",2834,True,OrbiMed,0,0,0,1,0,0,,,INACTIVE_FILER,,
,미복구 · no 10-K/10-Q found,0001522860,"Acutus Medical, Inc.",3841,False,OrbiMed,0,0,0,1,0,0,,,DELISTED,0001354457-24-000349,2024-05-16
,미복구 · no 10-K/10-Q found,0001551986,"9 METERS BIOPHARMA, INC.",2834,True,OrbiMed,0,0,0,1,0,0,,,DELISTED,0001354457-23-000652,2023-09-08
CMMB,submissions.tickers,0001534248,Chemomab Therapeutics Ltd.,2834,True,OrbiMed,0,0,0,1,0,0,,,ACTIVE,,
NSPR,submissions.tickers,0001433607,"InspireMD, Inc.",3841,False,OrbiMed,0,1,0,1,0,1,2024-02-14,0000947871-24-000162,DELISTED,0001354457-22-000186,2022-03-15
,미복구 · no 10-K/10-Q found,0001407973,"Sonendo, Inc.",3843,False,OrbiMed,0,1,0,1,0,1,2022-02-11,0000947871-22-000213,DELISTED,0000876661-24-000270,2024-04-11
GYRE,submissions.tickers,0001124105,"GYRE THERAPEUTICS, INC.",2834,True,OrbiMed,0,1,0,1,0,1,2022-02-11,0000947871-22-000195,ACTIVE,,
ALXO,submissions.tickers,0001810182,ALX ONCOLOGY HOLDINGS INC,2834,True,OrbiMed;Redmile,0,2,0,3,0,2,2023-02-14,0000947871-23-000164,ACTIVE,,
KZR,submissions.tickers,0001645666,"Kezar Life Sciences, Inc.",2834,True,OrbiMed,0,1,0,1,0,1,2023-02-14,0000947871-23-000176,DELISTED,0001354457-26-000433,2026-05-11
SRRK,submissions.tickers,0001727196,Scholar Rock Holding Corp,2836,True,OrbiMed;Redmile,0,1,0,7,0,1,2024-02-14,0000947871-24-000158,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001442836,"Mersana Therapeutics, Inc.",2834,True,OrbiMed,0,1,0,1,0,1,2023-02-14,0000947871-23-000180,DELISTED,0001354457-26-000008,2026-01-06
,,0001843499,AFA ASSET BASED LENDING FUND,,False,OrbiMed,0,1,0,0,0,1,2022-05-13,0000947871-22-000560,ACTIVE,,
NPCE,submissions.tickers,0001528287,NeuroPace Inc,3841,False,OrbiMed,0,0,0,4,0,0,,,ACTIVE,,
SIBN,submissions.tickers,0001459839,"SI-BONE, Inc.",3841,False,OrbiMed,0,1,0,3,0,1,2022-02-11,0000947871-22-000212,ACTIVE,,
,미복구 · no 10-K/10-Q found,0000891293,CTI BIOPHARMA CORP,2834,True,OrbiMed,0,0,0,1,0,0,,,DELISTED,0001354457-23-000428,2023-06-26
,미복구 · no 10-K/10-Q found,0001634432,Strongbridge Biopharma plc,2834,True,OrbiMed,0,0,0,1,0,0,,,DELISTED,0001354457-21-001127,2021-10-05
TBPH,submissions.tickers,0001583107,"Theravance Biopharma, Inc.",2834,True,OrbiMed,0,0,0,2,0,0,,,ACTIVE,,
XENE,submissions.tickers,0001582313,Xenon Pharmaceuticals Inc.,2834,True,OrbiMed,0,0,0,1,0,0,,,ACTIVE,,
VTGN,submissions.tickers,0001411685,"Vistagen Therapeutics, Inc.",2834,True,OrbiMed,0,0,0,2,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001807901,"Pandion Therapeutics, Inc.",2834,True,OrbiMed,0,0,0,1,0,0,,,DELISTED,0001354457-21-000437,2021-04-01
,미복구 · no 10-K/10-Q found,0001501756,"Adverum Biotechnologies, Inc.",2836,True,OrbiMed,0,0,0,1,0,0,,,DELISTED,0001354457-25-001236,2025-12-09
,,0001282930,GORDON CARL L,,False,OrbiMed,0,0,52,0,0,52,2021-10-06,0000899243-21-039455,ACTIVE,,
,,0001537370,Gupta Rishi,,False,OrbiMed,0,0,9,0,0,9,2022-12-27,0000947871-22-001256,ACTIVE,,
,,0001706399,Chimovits Erez,,False,OrbiMed,0,0,6,0,0,6,2024-10-15,0000950170-24-114685,ACTIVE,,
,,0001357522,Thompson Peter A.,,False,OrbiMed,0,0,49,0,0,49,2021-09-13,0001567619-21-017009,ACTIVE,,
,,0001794070,Ashiya Mona,,False,OrbiMed,0,0,20,0,0,20,2022-01-28,0001209191-22-005512,ACTIVE,,
,,0001572451,Bonita David P,,False,OrbiMed,0,0,21,1,0,21,2021-09-02,0000947871-21-000978,ACTIVE,,
,,0001995088,Xu Diyong,,False,OrbiMed,0,0,5,1,0,5,2024-03-27,0000950170-24-037395,ACTIVE,,
,,0001732521,Eggenberg Michael,,False,OrbiMed,0,0,1,0,0,1,2022-08-17,0001235802-22-000095,INACTIVE_FILER,,
,,0001231954,SQUINTO STEPHEN P,,False,OrbiMed,0,0,1,0,0,1,2022-05-20,0001104659-22-063509,INACTIVE_FILER,,
,,0001732511,Rizzo Matthew,,False,OrbiMed,0,0,1,0,0,1,2022-08-17,0001235802-22-000094,INACTIVE_FILER,,
APTOF,submissions.tickers,0000882361,Aptose Biosciences Inc.,2836,True,OrbiMed,0,0,0,1,0,0,,,DELISTED,0001354457-25-000704,2025-07-21
,미복구 · no 10-K/10-Q found,0001819113,"Science 37 Holdings, Inc.",8731,False,Redmile,3,0,0,3,0,3,2021-10-18,0001104659-21-127160,DELISTED,0001354457-24-000138,2024-03-12
,미복구 · no 10-K/10-Q found,0001402479,"MedAvail Holdings, Inc.",5912,False,Redmile,0,0,0,7,0,0,,,DELISTED,0001354457-24-000195,2024-03-21
ABSI,submissions.tickers,0001672688,Absci Corp,8731,False,Redmile,0,0,0,1,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001769804,"Augmedix, Inc.",7389,False,Redmile,0,0,0,8,0,0,,,DELISTED,0001354457-24-000740,2024-10-02
STTK,submissions.tickers,0001680367,"Shattuck Labs, Inc.",2834,True,Redmile,0,0,0,2,0,0,,,ACTIVE,,
FATE,submissions.tickers,0001434316,FATE THERAPEUTICS INC,2836,True,Redmile,0,0,0,3,0,0,,,ACTIVE,,
IMNM,submissions.tickers,0001472012,Immunome Inc.,2834,True,Redmile,0,1,0,1,0,1,2023-10-12,0001104659-23-108862,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001654151,"Deciphera Pharmaceuticals, Inc.",2834,True,Redmile,0,1,0,3,0,1,2022-05-09,0001104659-22-057623,DELISTED,0001354457-24-000399,2024-06-11
,미복구 · no 10-K/10-Q found,0001100397,"Ayala Pharmaceuticals, Inc.",2834,True,Redmile,0,1,0,1,0,1,2023-02-08,0001104659-23-014621,DELISTED,0001354457-22-000116,2022-02-09
RGNX,submissions.tickers,0001590877,REGENXBIO Inc.,2836,True,Redmile,0,1,0,3,0,1,2023-11-17,0001104659-23-119604,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001656634,"Gritstone bio, Inc.",2836,True,Redmile,0,1,0,4,0,1,2024-10-07,0001104659-24-106722,DELISTED,0001354457-25-000176,2025-03-05
KRYS,submissions.tickers,0001711279,"Krystal Biotech, Inc.",2836,True,Redmile,0,0,0,4,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001445283,"KINETA, INC./DE",2834,True,Redmile,0,0,0,1,0,0,,,DELISTED,0001354457-24-000793,2024-10-15
CLDX,submissions.tickers,0000744218,"Celldex Therapeutics, Inc.",2835,False,Redmile,0,0,0,1,0,0,,,ACTIVE,,
ATRA,submissions.tickers,0001604464,"Atara Biotherapeutics, Inc.",2836,True,Redmile,0,0,0,4,0,0,,,ACTIVE,,
ANNX,submissions.tickers,0001528115,"Annexon, Inc.",2834,True,Redmile,0,0,0,4,0,0,,,ACTIVE,,
ADCT,submissions.tickers,0001771910,ADC Therapeutics SA,2834,True,Redmile,0,0,0,4,0,0,,,ACTIVE,,
,,0001840748,LAVA Therapeutics NV,2834,True,Redmile,0,0,0,2,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001571498,"Epizyme, Inc.",2834,True,Redmile,0,0,0,1,0,0,,,DELISTED,0001354457-22-000461,2022-08-12
RCEL,submissions.tickers,0001762303,"AVITA Medical, Inc.",3841,False,Redmile,0,0,0,1,0,0,,,ACTIVE,,
STXS,submissions.tickers,0001289340,"Stereotaxis, Inc.",3845,False,Redmile,0,0,0,3,0,0,,,DELISTED,0001354457-16-000551,2016-11-10
,미복구 · no 10-K/10-Q found,0001750019,TCR2 THERAPEUTICS INC.,2836,True,Redmile,0,0,0,1,0,0,,,DELISTED,0001354457-23-000372,2023-06-01
,미복구 · no 10-K/10-Q found,0001797336,"Old Ayala, Inc",2836,True,Redmile,0,0,0,2,0,0,,,DELISTED,0001354457-23-000028,2023-01-19
SNTI,submissions.tickers,0001854270,"Senti Biosciences Holdings, Inc.",2836,True,Redmile,0,0,0,1,0,0,,,ACTIVE,,
APRE,submissions.tickers,0001781983,"Aprea Therapeutics, Inc.",2834,True,Redmile,0,0,0,1,0,0,,,ACTIVE,,
ZNTL,submissions.tickers,0001725160,"Zentalis Pharmaceuticals, Inc.",2834,True,Redmile,0,0,0,1,0,0,,,ACTIVE,,
,,0001748010,Lee Michael Stewart,,False,Redmile,0,0,29,0,0,29,2021-10-04,0001104659-21-122675,ACTIVE,,
,,0001831991,Faulkner Robert C.,,False,Redmile,0,0,11,0,0,11,2021-10-12,0001104659-21-125513,ACTIVE,,
,,0001859522,Nagpal Amrit,,False,Redmile,0,0,3,0,0,3,2022-06-10,0001104659-22-070288,INACTIVE_FILER,,
,,0001827577,van Hamel Platerink Gerard,,False,Redmile,0,0,1,0,0,1,2022-01-12,0001104659-22-003721,INACTIVE_FILER,,
